data,produto,valor,quantidade
2024-08-11,Headset Gamer,320.0,2.0
2024-02-11,Teclado Mecânico,450.0,6.0
2024-11-10,Mouse Logitech,85.5,8.0
2024-03-19,Webcam HD,280.0,10.0
2024-08-05,SSD 1TB,550.0,9.0
2024-10-30,Headset Gamer,320.0,9.0
2024-01-31,Mousepad,45.0,3.0
2024-01-15,Memória RAM 16GB,invalid,3.0
2024-04-21,Teclado Mecânico,450.0,1.0
2024-10-11,Teclado Mecânico,450.0,4.0
2024-02-28,Headset Gamer,320.0,7.0
2024-07-30,Webcam HD,280.0,6.0
2024-08-07,Mousepad,45.0,5.0
2024-05-25,Mouse Logitech,85.5,7.0
2024-05-25,Teclado Mecânico,invalid,6.0
2024-04-05,Webcam HD,280.0,6.0
2024-11-18,Teclado Mecânico,450.0,3.0
2024-12-15,SSD 1TB,550.0,6.0
2024-02-13,Webcam HD,280.0,10.0
2024-12-09,Notebook Dell,3500.0,2.0
2024-02-16,Webcam HD,280.0,2.0
2024-12-03,Mouse Logitech,85.5,2.0
2024-10-16,Headset Gamer,320.0,9.0
2024-08-20,Webcam HD,280.0,6.0
2024-11-01,Mouse Logitech,85.5,10.0
data_incorreta,SSD 1TB,550.0,3.0
2024-01-15,Mousepad,45.0,7.0
2024-03-07,Notebook Dell,3500.0,4.0
2024-01-07,Headset Gamer,320.0,3.0
2024-08-23,Mousepad,45.0,8.0
2024-11-11,Webcam HD,280.0,10.0
2024-03-05,Teclado Mecânico,450.0,1.0
2024-03-24,Teclado Mecânico,280.0,1.0
2024-03-24,Teclado Mecânico,3500.0,4.0
2024-11-10,Headset Gamer,invalid,10.0
2024-12-25,Memória RAM 16GB,380.0,6.0
2024-02-14,Webcam HD,280.0,6.0
2024-05-06,SSD 1TB,320.0,2.0
2024-12-17,Teclado Mecânico,450.0,7.0
2024-04-18,"Monitor LG 27""",1200.0,3.0
data_incorreta,SSD 1TB,550.0,7.0
2024-10-10,Headset Gamer,320.0,8.0
2024-10-13,Webcam HD,280.0,8.0
2024-10-04,Mouse Logitech,85.5,9.0
2024-05-10,Webcam HD,280.0,6.0
2024-02-25,Teclado Mecânico,450.0,8.0
2024-05-25,Notebook Dell,3500.0,5.0
2024-06-08,Mouse Logitech,85.5,3.0
2024-08-31,SSD 1TB,550.0,5.0
2024-09-19,Mouse Logitech,85.5,6.0
2024-07-23,"Monitor LG 27""",1200.0,5.0
2024-02-21,"Monitor LG 27""",1200.0,1.0
2024-05-01,Memória RAM 16GB,380.0,7.0
2024-11-17,Mouse Logitech,85.5,3.0
2024-11-09,Webcam HD,280.0,5.0
2024-12-30,Memória RAM 16GB,380.0,5.0
2024-11-25,Notebook Dell,3500.0,2.0
2024-01-08,"Monitor LG 27""",1200.0,9.0
2024-06-10,Mousepad,,7.0
2024-02-23,Teclado Mecânico,450.0,3.0
2024-10-05,Headset Gamer,320.0,8.0
2024-03-01,SSD 1TB,550.0,8.0
2024-02-10,SSD 1TB,550.0,7.0
2024-12-22,Teclado Mecânico,450.0,8.0
2024-12-06,Teclado Mecânico,450.0,6.0
2024-12-10,Teclado Mecânico,450.0,8.0
2024-03-30,Notebook Dell,3500.0,2.0
data_incorreta,Memória RAM 16GB,380.0,8.0
2024-11-07,Webcam HD,280.0,7.0
2024-03-12,Mousepad,45.0,3.0
2024-07-27,Webcam HD,280.0,2.0
2024-02-19,Headset Gamer,320.0,7.0
2024-02-20,Headset Gamer,320.0,8.0
2024-05-15,"Monitor LG 27""",1200.0,2.0
2024-05-05,Mousepad,45.0,10.0
2024-03-20,Memória RAM 16GB,invalid,4.0
2024-04-13,"Monitor LG 27""",1200.0,4.0
data_incorreta,Memória RAM 16GB,380.0,5.0
2024-03-18,Headset Gamer,45.00,4.0
2024-10-09,Mousepad,45.0,6.0
2024-10-28,Notebook Dell,3500.0,8.0
2024-01-19,Mousepad,45.0,9.0
2024-03-12,"Monitor LG 27""",1200.0,4.0
data_incorreta,"Monitor LG 27""",1200.0,9.0
2024-07-06,Notebook Dell,3500.0,6.0
2024-05-20,Headset Gamer,320.0,4.0
2024-09-14,Teclado Mecânico,85.5,6.0
2024-07-20,Mousepad,45.0,5.0
2024-06-21,Notebook Dell,3500.0,7.0
2024-03-08,SSD 1TB,550.0,3.0
2024-11-22,"Monitor LG 27""",1200.0,10.0
2024-04-03,"Monitor LG 27""",1200.0,2.0
2024-06-17,SSD 1TB,,8.0
2024-05-22,Mousepad,45.0,3.0
2024-04-02,Mousepad,45.0,10.0
2024-12-03,PROD$%#@,320.0,10.0
2024-08-08,Memória RAM 16GB,380.0,4.0
2024-09-11,Memória RAM 16GB,380.0,5.0
2024-11-25,SSD 1TB,550.0,10.0
2024-10-27,Mousepad,,7.0
2024-10-18,SSD 1TB,550.0,6.0
2024-04-28,"Monitor LG 27""",1200.0,10.0
2024-10-26,Teclado Mecânico,450.0,3.0
2024-07-09,SSD 1TB,550.0,5.0
2024-01-28,Notebook Dell,3500.0,7.0
2024-08-28,Webcam HD,280.0,2.0
2024-01-10,Memória RAM 16GB,380.0,9.0
2024-07-14,Webcam HD,280.0,2.0
2024-08-10,Teclado Mecânico,450.0,
2024-05-11,Webcam HD,280.0,3.0
2024-05-15,Headset Gamer,320.0,7.0
2024-03-14,SSD 1TB,550.0,2.0
2024-07-29,SSD 1TB,550.0,1.0
2024-05-02,"Monitor LG 27""",1200.0,6.0
2024-06-11,Teclado Mecânico,450.0,2.0
2024-04-18,Webcam HD,280.0,2.0
2024-01-21,Mouse Logitech,85.5,10.0
2024-08-14,"Monitor LG 27""",1200.0,2.0
2024-05-02,"Monitor LG 27""",1200.0,7.0
2024-06-19,Memória RAM 16GB,380.0,6.0
2024-07-17,"Monitor LG 27""",1200.0,3.0
2024-11-21,Memória RAM 16GB,invalid,6.0
2024-11-05,SSD 1TB,550.0,8.0
2024-11-22,Webcam HD,280.0,8.0
2024-04-26,Memória RAM 16GB,380.0,7.0
2024-04-27,Headset Gamer,320.0,1.0
2024-09-14,Headset Gamer,320.0,5.0
2024-06-12,Mousepad,45.0,9.0
2024-03-11,Mousepad,45.0,10.0
2024-03-17,Headset Gamer,320.0,7.0
2024-07-01,Webcam HD,invalid,7.0
2024-08-02,SSD 1TB,550.0,6.0
2024-10-30,Notebook Dell,3500.0,9.0
2024-10-04,Headset Gamer,45.00,8.0
2024-01-27,Notebook Dell,3500.0,9.0
2024-05-16,SSD 1TB,550.0,2.0
data_incorreta,Teclado Mecânico,450.0,2.0
2024-09-08,PROD$%#@,280.0,5.0
2024-08-15,Headset Gamer,320.0,4.0
2024-02-11,Notebook Dell,3500.0,9.0
2024-08-22,Notebook Dell,3500.0,2.0
2024-08-24,Mousepad,45.0,3.0
2024-03-30,Memória RAM 16GB,380.0,10.0
2024-03-02,Mousepad,45.0,6.0
2024-01-10,Mouse Logitech,85.5,4.0
2024-01-30,Memória RAM 16GB,380.0,4.0
2024-10-31,Mousepad,45.0,8.0
2024-07-26,Mousepad,45.0,10.0
2024-09-13,Teclado Mecânico,450.0,2.0
2024-01-01,Headset Gamer,320.0,8.0
2024-05-29,Memória RAM 16GB,380.0,2.0
2024-10-29,Headset Gamer,320.0,2.0
data_incorreta,Memória RAM 16GB,380.0,7.0
2024-08-01,Notebook Dell,3500.0,2.0
2024-01-26,Teclado Mecânico,invalid,10.0
2024-09-05,"Monitor LG 27""",1200.0,2.0
2024-07-12,Webcam HD,280.0,8.0
2024-05-26,Notebook Dell,3500.0,4.0
2024-04-27,Teclado Mecânico,450.0,1.0
2024-04-20,Webcam HD,280.0,2.0
2024-10-13,SSD 1TB,550.0,8.0
2024-01-29,Webcam HD,280.0,6.0
2024-01-15,Mouse Logitech,85.5,8.0
2024-01-03,Webcam HD,280.0,10.0
2024-12-07,Memória RAM 16GB,380.0,1.0
2024-02-27,SSD 1TB,550.0,1.0
2024-07-30,Memória RAM 16GB,380.0,5.0
2024-07-29,"Monitor LG 27""",1200.0,3.0
2024-06-06,Memória RAM 16GB,380.0,2.0
2024-05-16,Notebook Dell,3500.0,10.0
data_incorreta,Webcam HD,280.0,9.0
2024-03-27,"Monitor LG 27""",1200.0,10.0
2024-09-30,SSD 1TB,550.0,2.0
2024-10-18,Headset Gamer,320.0,5.0
2024-09-24,Mousepad,45.0,1.0
2024-07-07,Mouse Logitech,85.5,5.0
2024-12-20,Teclado Mecânico,450.0,8.0
2024-06-28,"Monitor LG 27""",1200.0,6.0
2024-02-16,SSD 1TB,550.0,
2024-08-02,Webcam HD,280.0,4.0
2024-07-04,Headset Gamer,320.0,7.0
data_incorreta,Notebook Dell,3500.0,2.0
2024-09-11,Mouse Logitech,85.5,3.0
2024-10-27,Memória RAM 16GB,380.0,4.0
2024-09-28,Teclado Mecânico,invalid,4.0
2024-08-12,Memória RAM 16GB,380.0,6.0
2024-12-31,SSD 1TB,550.0,4.0
2024-11-08,SSD 1TB,550.0,4.0
2024-08-13,Memória RAM 16GB,380.0,1.0
2024-05-27,"Monitor LG 27""",1200.0,5.0
2024-10-13,"Monitor LG 27""",1200.0,4.0
2024-08-25,Notebook Dell,3500.0,8.0
2024-05-22,Memória RAM 16GB,380.0,8.0
2024-12-19,Webcam HD,280.0,7.0
2024-12-26,Mousepad,45.0,9.0
2024-09-24,Notebook Dell,3500.0,10.0
2024-09-07,"Monitor LG 27""",1200.0,7.0
2024-02-24,SSD 1TB,550.0,2.0
2024-07-04,Teclado Mecânico,450.0,3.0
2024-11-30,Teclado Mecânico,450.0,8.0
data_incorreta,SSD 1TB,550.0,3.0
data_incorreta,Webcam HD,280.0,4.0
2024-08-19,SSD 1TB,550.0,6.0
2024-02-08,Webcam HD,85.50,1.0
2024-10-21,SSD 1TB,550.0,7.0
2024-09-30,Headset Gamer,320.0,2.0
2024-05-08,Notebook Dell,3500.0,1.0
2024-04-28,Mouse Logitech,85.5,1.0
2024-01-01,Mousepad,45.0,9.0
2024-10-26,Memória RAM 16GB,380.0,7.0
2024-03-27,Notebook Dell,3500.0,5.0
2024-08-22,SSD 1TB,550.0,6.0
2024-06-01,!!!,280.0,3.0
2024-12-26,Teclado Mecânico,450.0,9.0
2024-03-21,SSD 1TB,550.0,
2024-12-04,Notebook Dell,3500.0,10.0
2024-10-20,Memória RAM 16GB,380.0,8.0
2024-07-30,Notebook Dell,3500.0,1.0
2024-10-03,Mousepad,45.0,2.0
2024-03-16,Headset Gamer,85.5,10.0
2024-01-08,Mouse Logitech,85.5,10.0
2024-06-09,Mousepad,45.0,9.0
2024-10-15,SSD 1TB,550.0,2.0
2024-07-01,SSD 1TB,550.0,3.0
2024-11-24,Mouse Logitech,85.5,3.0
2024-10-18,Teclado Mecânico,450.0,9.0
data_incorreta,"Monitor LG 27""",1200.0,4.0
2024-04-08,Memória RAM 16GB,380.0,3.0
2024-09-17,Teclado Mecânico,450.0,6.0
2024-03-12,Memória RAM 16GB,380.0,8.0
2024-10-02,Memória RAM 16GB,380.0,5.0
2024-10-12,Mousepad,45.0,9.0
2024-05-20,"Monitor LG 27""",1200.0,9.0
2024-02-10,"Monitor LG 27""",1200.0,3.0
2024-08-02,Webcam HD,280.0,6.0
2024-10-19,Notebook Dell,invalid,9.0
2024-12-30,SSD 1TB,550.0,4.0
2024-05-15,"Monitor LG 27""",1200.0,4.0
2024-03-26,Mouse Logitech,85.5,4.0
2024-04-02,Memória RAM 16GB,380.0,10.0
2024-06-09,Headset Gamer,320.0,10.0
2024-05-08,Mouse Logitech,85.5,10.0
2024-06-28,Teclado Mecânico,450.0,8.0
2024-07-15,Mouse Logitech,550.0,4.0
2024-08-11,Teclado Mecânico,450.0,
data_incorreta,Webcam HD,280.0,9.0
2024-11-24,Mouse Logitech,85.5,3.0
2024-10-20,Mousepad,45.0,8.0
2024-07-22,Headset Gamer,320.00,2.0
2024-10-10,Mousepad,45.0,5.0
2024-09-16,SSD 1TB,,6.0
2024-01-22,Headset Gamer,320.0,10.0
2024-06-09,Teclado Mecânico,450.0,8.0
2024-02-05,Memória RAM 16GB,380.0,3.0
2024-03-04,Memória RAM 16GB,380.0,3.0
2024-01-06,Headset Gamer,320.0,9.0
2024-05-13,Webcam HD,280.0,10.0
2024-07-21,Memória RAM 16GB,380.0,7.0
2024-03-12,Mousepad,45.0,7.0
2024-06-12,"Monitor LG 27""",1200.0,10.0
2024-07-16,Notebook Dell,3500.0,2.0
2024-01-07,Headset Gamer,320.0,3.0
2024-06-13,"Monitor LG 27""",1200.0,4.0
2024-09-18,Webcam HD,380.00,2.0
2024-08-23,Headset Gamer,320.0,2.0
2024-01-10,Notebook Dell,3500.0,9.0
data_incorreta,Webcam HD,280.0,8.0
2024-12-11,Mouse Logitech,85.5,10.0
2024-08-15,Notebook Dell,3500.0,5.0
2024-11-16,Memória RAM 16GB,380.0,10.0
2024-07-03,Mouse Logitech,,9.0
2024-03-12,SSD 1TB,550.0,5.0
data_incorreta,Webcam HD,280.0,8.0
2024-06-25,SSD 1TB,550.0,1.0
2024-12-05,Memória RAM 16GB,380.0,5.0
2024-01-23,"Monitor LG 27""",1200.0,10.0
2024-08-19,"Monitor LG 27""",1200.0,3.0
2024-05-02,"Monitor LG 27""",1200.0,7.0
2024-12-14,Memória RAM 16GB,380.0,2.0
2024-11-25,PROD$%#@,85.5,9.0
2024-02-19,SSD 1TB,550.0,2.0
2024-12-29,Teclado Mecânico,450.0,6.0
2024-04-24,Notebook Dell,3500.0,3.0
2024-05-03,Memória RAM 16GB,380.0,8.0
2024-07-06,!!!,380.0,3.0
2024-03-26,Webcam HD,280.0,6.0
2024-05-05,Webcam HD,280.0,6.0
2024-10-08,Mouse Logitech,85.5,2.0
2024-03-22,Teclado Mecânico,3500.0,5.0
2024-06-28,"Monitor LG 27""",1200.0,2.0
2024-11-18,Notebook Dell,3500.0,10.0
2024-08-20,Mousepad,45.0,5.0
2024-10-17,Webcam HD,280.0,10.0
2024-04-26,Teclado Mecânico,450.0,6.0
2024-01-23,"Monitor LG 27""",1200.0,5.0
2024-02-10,"Monitor LG 27""",1200.0,5.0
2024-06-05,Headset Gamer,320.0,5.0
2024-03-19,Mouse Logitech,85.5,3.0
2024-03-16,Mousepad,380.0,3.0
2024-11-01,Notebook Dell,3500.0,
2024-08-30,"Monitor LG 27""",1200.0,10.0
2024-03-30,Headset Gamer,320.0,1.0
2024-11-06,SSD 1TB,550.0,3.0
2024-05-26,"Monitor LG 27""",1200.0,9.0
2024-11-28,SSD 1TB,550.0,6.0
2024-11-24,Headset Gamer,320.0,7.0
2024-08-10,SSD 1TB,550.0,10.0
2024-11-04,Headset Gamer,320.0,2.0
2024-01-19,Teclado Mecânico,320.00,9.0
2024-06-20,Mouse Logitech,85.5,8.0
2024-09-15,Notebook Dell,3500.0,10.0
2024-08-24,Mouse Logitech,85.5,5.0
2024-04-27,Memória RAM 16GB,380.0,7.0
2024-12-26,Headset Gamer,320.0,2.0
2024-06-23,Teclado Mecânico,450.0,4.0
2024-04-15,Teclado Mecânico,450.0,4.0
2024-08-07,Mousepad,45.0,7.0
2024-12-10,SSD 1TB,550.0,6.0
2024-12-15,Headset Gamer,320.0,9.0
2024-05-01,Headset Gamer,320.0,2.0
2024-02-07,Mousepad,45.0,10.0
2024-12-01,"Monitor LG 27""",1200.0,7.0
2024-03-17,Mouse Logitech,85.5,9.0
2024-12-04,Mouse Logitech,85.5,1.0
2024-02-15,Erro_Produto_§,550.0,10.0
2024-04-18,Teclado Mecânico,450.0,3.0
2024-07-25,Memória RAM 16GB,380.0,9.0
2024-08-21,###ERRO###,45.0,7.0
2024-06-17,Memória RAM 16GB,380.0,9.0
2024-04-07,Memória RAM 16GB,380.0,7.0
2024-02-24,Teclado Mecânico,450.0,9.0
data_incorreta,SSD 1TB,550.0,1.0
2024-03-14,Mouse Logitech,85.5,2.0
2024-02-22,Teclado Mecânico,450.0,4.0
2024-08-17,"Monitor LG 27""",1200.0,5.0
2024-03-24,Teclado Mecânico,3500.0,4.0
2024-08-20,SSD 1TB,550.0,1.0
2024-08-19,Headset Gamer,320.0,5.0
2024-08-30,Notebook Dell,3500.0,6.0
2024-08-08,Teclado Mecânico,450.0,8.0
2024-01-05,SSD 1TB,550.0,9.0
2024-11-09,Mouse Logitech,85.5,8.0
2024-06-21,Headset Gamer,320.0,1.0
2024-03-26,Mouse Logitech,85.5,8.0
2024-05-20,Mousepad,45.0,5.0
2024-07-06,Webcam HD,280.00,1.0
2024-10-24,Teclado Mecânico,450.0,10.0
2024-09-24,Notebook Dell,3500.0,10.0
2024-06-29,"Monitor LG 27""",1200.0,10.0
2024-11-20,Mousepad,45.0,2.0
2024-04-19,Mousepad,45.0,7.0
2024-10-25,Mouse Logitech,85.5,4.0
2024-05-17,"Monitor LG 27""",1200.0,4.0
2024-07-09,Memória RAM 16GB,380.0,6.0
2024-12-11,###ERRO###,320.0,2.0
2024-10-12,Headset Gamer,320.0,2.0
2024-11-02,Mousepad,45.0,4.0
2024-05-02,PROD$%#@,550.0,7.0
2024-10-02,Webcam HD,280.0,10.0
2024-11-06,"Monitor LG 27""",1200.0,8.0
2024-12-01,Webcam HD,invalid,2.0
2024-12-25,Headset Gamer,320.0,3.0
2024-03-30,"Monitor LG 27""",,10.0
2024-02-28,Mousepad,45.0,9.0
2024-10-29,SSD 1TB,550.0,6.0
2024-11-26,Memória RAM 16GB,380.0,2.0
2024-05-24,Mouse Logitech,550.00,8.0
2024-07-13,Memória RAM 16GB,380.0,4.0
2024-07-23,Headset Gamer,320.0,9.0
2024-02-10,Webcam HD,280.0,7.0
2024-10-31,Mousepad,45.0,3.0
2024-02-12,Teclado Mecânico,450.0,5.0
2024-05-17,"Monitor LG 27""",280.0,8.0
2024-12-16,Memória RAM 16GB,380.0,2.0
2024-07-31,Webcam HD,280.0,6.0
2024-05-29,"Monitor LG 27""",1200.0,3.0
2024-10-11,SSD 1TB,550.0,6.0
2024-03-03,"Monitor LG 27""",1200.0,5.0
2024-06-19,Mouse Logitech,85.5,10.0
2024-01-31,Memória RAM 16GB,380.0,10.0
2024-05-28,Teclado Mecânico,450.0,9.0
2024-07-17,Notebook Dell,3500.0,7.0
2024-11-17,Notebook Dell,,8.0
2024-09-27,Memória RAM 16GB,380.0,7.0
2024-08-22,Mouse Logitech,85.5,4.0
2024-04-02,###ERRO###,320.0,7.0
2024-03-04,SSD 1TB,550.0,1.0
2024-01-22,SSD 1TB,550.0,8.0
2024-07-07,SSD 1TB,550.0,10.0
2024-04-06,Notebook Dell,3500.0,2.0
2024-11-25,Mouse Logitech,85.5,
2024-07-04,Mouse Logitech,85.5,10.0
2024-09-21,Mousepad,invalid,8.0
2024-05-31,Mouse Logitech,85.5,4.0
2024-03-21,Teclado Mecânico,450.0,4.0
2024-11-25,SSD 1TB,550.0,6.0
2024-12-07,Headset Gamer,320.0,1.0
2024-04-09,"Monitor LG 27""",1200.0,10.0
2024-11-28,Notebook Dell,3500.0,1.0
2024-08-18,Memória RAM 16GB,380.0,3.0
2024-10-21,Webcam HD,280.0,8.0
2024-11-22,Notebook Dell,3500.0,10.0
2024-07-29,Memória RAM 16GB,380.0,5.0
2024-03-29,Teclado Mecânico,450.0,1.0
2024-02-09,"Monitor LG 27""",1200.0,8.0
2024-12-21,Headset Gamer,320.0,4.0
2024-05-29,Notebook Dell,3500.0,7.0
2024-05-27,Mousepad,45.0,1.0
2024-11-08,Headset Gamer,320.0,7.0
2024-05-10,Mousepad,45.0,4.0
2024-09-12,Notebook Dell,3500.0,3.0
2024-06-29,Teclado Mecânico,450.0,1.0
2024-03-14,"Monitor LG 27""",1200.0,4.0
2024-12-07,Memória RAM 16GB,380.0,1.0
2024-04-19,Teclado Mecânico,450.0,2.0
2024-08-30,SSD 1TB,550.0,4.0
2024-05-22,"Monitor LG 27""",1200.0,4.0
2024-12-31,"Monitor LG 27""",1200.0,6.0
2024-08-23,Mousepad,45.0,6.0
2024-07-11,"Monitor LG 27""",1200.0,6.0
2024-11-07,SSD 1TB,550.0,4.0
2024-05-07,Teclado Mecânico,450.0,3.0
2024-04-12,Mouse Logitech,85.5,10.0
2024-05-24,Memória RAM 16GB,380.0,6.0
2024-08-14,Headset Gamer,320.0,10.0
2024-12-27,###ERRO###,85.5,5.0
2024-07-15,Notebook Dell,3500.0,2.0
2024-06-17,"Monitor LG 27""",1200.0,4.0
2024-12-03,Webcam HD,280.0,1.0
2024-11-18,Notebook Dell,3500.0,2.0
2024-09-03,Mousepad,450.00,4.0
2024-03-15,"Monitor LG 27""",1200.0,5.0
2024-05-07,Memória RAM 16GB,380.0,9.0
2024-11-07,Webcam HD,280.0,2.0
2024-02-09,"Monitor LG 27""",1200.0,6.0
2024-05-12,Mousepad,45.0,6.0
2024-07-09,Mousepad,45.0,6.0
2024-10-27,Notebook Dell,3500.0,4.0
2024-05-08,"Monitor LG 27""",1200.0,10.0
2024-01-07,###ERRO###,1200.0,1.0
2024-05-28,Webcam HD,280.0,8.0
2024-01-01,Mouse Logitech,85.5,2.0
2024-04-04,Memória RAM 16GB,380.0,2.0
2024-12-23,Teclado Mecânico,450.0,2.0
2024-08-20,Webcam HD,280.0,6.0
2024-08-01,Headset Gamer,320.0,2.0
2024-07-03,Notebook Dell,3500.0,5.0
2024-12-30,Memória RAM 16GB,380.0,9.0
2024-09-13,Teclado Mecânico,450.0,8.0
2024-12-13,Webcam HD,45.0,9.0
data_incorreta,Webcam HD,280.0,8.0
2024-09-13,Webcam HD,280.0,4.0
2024-02-12,Webcam HD,280.0,8.0
2024-04-04,SSD 1TB,550.0,6.0
2024-08-12,Memória RAM 16GB,380.0,8.0
2024-03-25,Headset Gamer,320.0,9.0
2024-06-20,Mousepad,45.0,5.0
2024-03-18,Teclado Mecânico,450.0,10.0
2024-08-24,Teclado Mecânico,450.0,4.0
2024-04-30,Headset Gamer,320.0,2.0
2024-04-12,Memória RAM 16GB,380.0,4.0
2024-12-15,Webcam HD,280.0,3.0
2024-03-19,Notebook Dell,3500.0,2.0
2024-07-22,Notebook Dell,3500.0,1.0
2024-07-31,"Monitor LG 27""",1200.0,8.0
2024-08-28,Memória RAM 16GB,380.0,10.0
2024-10-17,Webcam HD,280.0,2.0
2024-03-26,Memória RAM 16GB,380.0,5.0
2024-12-17,Mouse Logitech,85.5,5.0
data_incorreta,Teclado Mecânico,450.0,3.0
2024-06-25,Memória RAM 16GB,380.0,6.0
2024-07-22,"Monitor LG 27""",1200.0,5.0
2024-03-28,SSD 1TB,550.0,8.0
data_incorreta,Mouse Logitech,85.5,2.0
2024-10-19,Mousepad,450.00,7.0
2024-05-16,Memória RAM 16GB,380.0,7.0
2024-09-17,Teclado Mecânico,85.5,3.0
2024-05-30,Webcam HD,280.0,10.0
2024-09-14,Mouse Logitech,85.5,8.0
2024-01-24,Headset Gamer,320.0,7.0
2024-06-07,SSD 1TB,550.0,9.0
2024-06-22,"Monitor LG 27""",1200.0,2.0
2024-10-21,Notebook Dell,3500.0,9.0
2024-11-10,Teclado Mecânico,450.0,5.0
2024-06-03,SSD 1TB,550.0,1.0
2024-06-30,SSD 1TB,320.0,4.0
2024-12-10,Mouse Logitech,85.5,7.0
2024-09-23,Headset Gamer,320.0,10.0
2024-10-13,Teclado Mecânico,450.0,6.0
2024-02-06,!!!,280.0,9.0
2024-05-16,Notebook Dell,3500.0,4.0
2024-08-27,Mouse Logitech,85.5,6.0
2024-01-22,Headset Gamer,320.0,2.0
2024-03-04,Erro_Produto_§,85.5,3.0
2024-01-08,Mouse Logitech,85.5,3.0
2024-06-28,Webcam HD,280.0,7.0
2024-02-24,Mousepad,45.0,3.0
2024-10-20,Mouse Logitech,85.5,5.0
2024-01-20,Memória RAM 16GB,1200.00,6.0
2024-11-09,Headset Gamer,320.0,7.0
2024-04-28,Webcam HD,280.0,1.0
2024-12-02,Memória RAM 16GB,380.0,6.0
2024-02-28,"Monitor LG 27""",1200.0,7.0
2024-11-17,SSD 1TB,invalid,8.0
2024-01-17,Headset Gamer,320.0,3.0
2024-06-09,SSD 1TB,550.0,2.0
2024-03-18,SSD 1TB,550.0,9.0
2024-01-01,SSD 1TB,550.0,7.0
2024-10-08,Teclado Mecânico,450.0,8.0
2024-01-02,Memória RAM 16GB,380.0,5.0
2024-03-25,Teclado Mecânico,450.0,10.0
2024-04-01,SSD 1TB,550.0,3.0
2024-11-26,Headset Gamer,320.0,8.0
2024-04-07,Notebook Dell,3500.0,4.0
2024-12-08,Notebook Dell,3500.0,2.0
2024-04-29,Mousepad,45.0,8.0
2024-12-28,Mouse Logitech,85.5,3.0
2024-03-26,Headset Gamer,320.0,6.0
2024-02-02,"Monitor LG 27""",1200.0,6.0
2024-09-02,Mousepad,45.0,9.0
2024-08-12,Mouse Logitech,85.5,1.0
2024-03-05,SSD 1TB,550.0,1.0
2024-09-30,Teclado Mecânico,450.0,9.0
2024-09-09,Notebook Dell,3500.0,10.0
data_incorreta,Teclado Mecânico,450.0,9.0
2024-12-01,Notebook Dell,3500.0,8.0
2024-01-27,Teclado Mecânico,450.0,10.0
2024-09-02,Headset Gamer,320.0,2.0
2024-07-24,Headset Gamer,320.0,6.0
2024-02-27,Memória RAM 16GB,380.0,7.0
2024-09-23,Mousepad,45.0,1.0
2024-12-26,Mouse Logitech,85.5,7.0
2024-06-09,Memória RAM 16GB,380.0,5.0
2024-06-11,SSD 1TB,550.0,4.0
2024-02-17,Mouse Logitech,85.5,1.0
2024-10-22,Webcam HD,280.0,1.0
2024-07-16,Mouse Logitech,85.5,4.0
2024-06-07,Memória RAM 16GB,380.0,4.0
2024-08-10,Memória RAM 16GB,380.0,6.0
2024-04-15,Memória RAM 16GB,380.0,3.0
2024-05-22,Webcam HD,280.0,2.0
2024-09-04,Memória RAM 16GB,380.0,9.0
2024-05-07,SSD 1TB,550.0,6.0
2024-01-16,Mousepad,45.0,6.0
2024-07-08,Webcam HD,280.0,
2024-08-13,Headset Gamer,320.0,2.0
2024-02-26,SSD 1TB,550.0,2.0
2024-07-14,Notebook Dell,3500.0,3.0
2024-03-12,Mouse Logitech,85.5,3.0
2024-06-10,"Monitor LG 27""",1200.0,4.0
2024-02-10,Headset Gamer,320.0,2.0
2024-03-07,Headset Gamer,320.0,5.0
2024-05-04,Mouse Logitech,85.5,
2024-03-06,Memória RAM 16GB,380.0,7.0
2024-01-19,"Monitor LG 27""",1200.0,2.0
2024-04-14,Notebook Dell,3500.0,1.0
2024-09-07,Webcam HD,280.0,9.0
2024-10-12,Notebook Dell,3500.0,6.0
2024-09-17,Mouse Logitech,85.5,4.0
2024-04-09,"Monitor LG 27""",1200.0,10.0
2024-06-23,Teclado Mecânico,450.0,4.0
2024-08-04,"Monitor LG 27""",1200.0,9.0
2024-08-28,Webcam HD,280.0,8.0
2024-02-06,"Monitor LG 27""",,3.0
2024-07-25,Notebook Dell,3500.0,2.0
2024-06-25,Memória RAM 16GB,,8.0
2024-10-29,Teclado Mecânico,450.0,9.0
2024-10-24,Notebook Dell,3500.0,10.0
2024-08-03,Mousepad,45.0,10.0
2024-01-02,Teclado Mecânico,450.0,4.0
2024-09-30,Headset Gamer,320.0,2.0
2024-08-16,SSD 1TB,550.0,3.0
2024-12-06,Memória RAM 16GB,3500.0,1.0
2024-12-02,Teclado Mecânico,1200.00,7.0
2024-09-04,Webcam HD,280.0,4.0
2024-12-01,Notebook Dell,3500.0,5.0
data_incorreta,Teclado Mecânico,450.0,10.0
2024-10-02,Memória RAM 16GB,380.0,8.0
2024-02-18,??Produto??,45.0,4.0
2024-03-13,Teclado Mecânico,450.0,5.0
2024-02-09,"Monitor LG 27""",1200.0,8.0
2024-07-27,Memória RAM 16GB,380.0,3.0
2024-10-08,Teclado Mecânico,450.0,7.0
2024-03-05,Webcam HD,280.0,5.0
data_incorreta,Webcam HD,280.0,2.0
2024-07-30,Headset Gamer,320.0,9.0
